Country,Year,Tempurate_Change,Coastal_or_Landlocked,CO2 emission (Tons),Rural population,Urban population,Savanna fires,Forest fires,Crop Residues,Rice Cultivation,Drained organic soils (CO2),Pesticides Manufacturing,Food Transport,Forestland,Net Forest conversion,Food Household Consumption,Food Retail,On-farm Electricity Use,Food Packaging,Agrifood Systems Waste Disposal,Food Processing,Fertilizers Manufacturing,IPPU,Manure applied to Soils,Manure left on Pasture,Manure Management,Fires in organic soils,Fires in humid tropical forests,On-farm energy use
Uruguay,2007,0.131,Coastal,279957943.0,207762.0,3131979.0,11.3252,0.2596,204.0543,1139.936,187.5429,300.0,287.967,-10111.31,0.0,207.4932,136.5279,25.3946,20.0089,1056.0691,93.0478,6.0102,412.8259,224.072,5708.8397,473.2747,0.0,0.0,627.2089
Vanuatu,2007,0.921,Coastal,2953184.0,167853.0,52100.0,0.0,0.0,0.0617,246.40727646443952,0.0,4.0,6.9166,,,2.5763,16.8493,0.9605,80.60773166615128,10.0329,252.2141899664796,2240.3929649246866,4.2772,8.4351,99.5988,68.2277,0.0,0.0,7.4199
Zambia,2007,0.78,Landlocked,184335696.0,7905217.0,4820757.0,15983.8522,19029.4861,81.513,23.7356,14518.1071,37.0,104.4504,0.0,3622.96,7.9658,8.2108,0.5264,17.4748,1767.1193,150.57393342476297,380.6732182745384,518.165,80.0358,1283.5433,189.9335,0.0,16884.851,73.3119
Zimbabwe,2007,0.127,Landlocked,651060195.0,8831989.0,4497920.0,2356.7742,229.394,148.9038,1.7268,0.0,58.0,146.1567,262.6108,10677.6439,134.385,371.0141,327.0762,41.8411,978.5506,146.8853,626.2894901323629,578.017,79.8784,2565.455,244.355,0.0,0.0,3346.2591
Albania,2008,0.978,Coastal,228131632.0,1496108.0,1495543.0,4.5639,0.0,37.119,259.19722621124515,110.4274,0.0,279.7287,-1233.2859,0.0,122.4814,62.4115,3.0245,22.9737,604.0795,129.0643,377.4078995531106,727.2608,211.9634,344.7775,496.0448,0.0,0.0,239.5122
Algeria,2008,1.185,Coastal,2889580814.0,11818949.0,23041766.0,34.7109,101.8566,143.9271,1.8738,0.0,39.0,2970.1151,-2405.4983,0.0,14590.9968,580.9551,264.0889,744.2153,8423.7211,1173.7541,66.3182,11233.6704,120.5421,2979.282,289.5712,0.0,0.0,156.1733
Angola,2008,0.501,Coastal,331669402.0,9077515.0,12681905.0,25535.3219,14903.7113,84.1363,129.7598,335.1331,1.0,471.9708,0.0,35168.665,426.323,291.8542,127.85505793561173,10.8408,2158.3609,131.56912352369383,356.4910168671663,884.9735,170.4642,2142.3265,394.0074,0.0,14609.939,21.1096
Anguilla,2008,0.411,Landlocked,1725744.0,0.0,13360.0,0.0,0.0,,2319.753955451785,0.0,11.481084565896976,4.6999,,,10.1745,6.9776,1.5295,74.01813278081946,65.0723473790681,483.1260997993477,2791.6842277879755,0.0,,6250.660316521555,,0.0,0.0,3.865
Antigua and Barbuda,2008,0.394,Coastal,15927408.0,67134.0,25344.0,0.0,0.0,0.0035,246.40727646443952,0.0,0.0,18.5732,,,16.7635,23.7614,4.0707,172.1797793227163,33.8923,252.2141899664796,1807.613681193928,12.4477,1.7228,9.9279,1.6473,0.0,0.0,17.4804
Argentina,2008,0.601,Coastal,6227920411.0,3824321.0,36558068.0,2767.1404,574.2262,5430.2776,1430.4864,5212.2518,6737.0,4743.0185,-35904.11,127768.6667,4830.5203,3389.5471,259.7252,1212.375,11424.494,5018.3792,768.5925,9045.4801,937.3302,25367.393,2286.338,0.0,156.1026,14333.5399
Australia,2008,0.625,Coastal,13773075431.0,3213567.0,18128926.0,31314.8366,471.1802,1919.6407,20.4448,2863.058,2007.0,9111.134,-41464.6137,68313.3939,11198.6012,6643.6204,2205.7494,10307.9638,5141.3228,8443.1904,615.3148,25555.239,886.8897,24751.7202,5940.1311,0.0,79.6563,6644.531
Austria,2008,1.582,Landlocked,4698817299.0,3504967.0,4833486.0,0.0489,0.0,289.7788,926.3422784724488,282.5817,80.0,1795.8749,-6414.842,156.2675,1318.6738,1219.1531,210.4276,653.177,1638.9606,1325.0829,2012.447178005524,15149.9319,603.6204,405.1082,1577.3106,0.0,0.0,1063.9216
Bangladesh,2008,0.093,Coastal,713803872.0,105699286.0,43106528.0,42.8594,185.6443,3146.3448,31392.1303,17638.2612,270.0,679.9593,0.0,510.5294,1054.7182,927.7971,530.1733,23.3227,16177.7686,2554.190719972144,1334.7186,4061.9504,1269.4005,7152.8606,2573.0271,0.0,185.6443,2762.3372
Barbados,2008,0.316,Coastal,38887636.0,187866.0,89453.0,0.0,0.0,0.0178,246.40727646443952,0.0,11.481084565896976,49.9173,-1.3843,0.0,57.7241,118.5332,24.28511731117528,128.20038881234169,165.1736,209.58772835754152,658.5406035363438,153.0008,7.7696,11.9944,7.2279,0.0,0.0,10.6399
Belgium,2008,1.256,Coastal,11329857461.0,263573.0,10515600.0,0.0,0.0,192.0751,715.8712440793993,199.8068,132.0,2100.9886,-3224.3715,50.2151,1512.8036,2865.0409,275.5895,846.2914,2086.6178,3209.83,2012.447178005524,17144.5099,874.4291,474.3716,2370.3729,0.0,0.0,2430.1045
Belize,2008,0.579,Coastal,12369664.0,167590.0,138575.0,18.2481,61.4154,3.5415,2.6578,149.8864,12.0,31.3566,-4.961,3067.702,43.5432,10.3914,0.8254,67.63136607385836,236.5256,209.58772835754152,5709.0160574554375,2.7309,4.4545,37.6571,5.9286,0.0,61.4154,43.1475
Benin,2008,0.632,Coastal,44380917.0,5038238.0,3658678.0,736.0357,43.3152,89.2941,26.1025,0.0,38.89605576754077,275.8297,-85.6827,10796.016,36.6811,293.5043,2.3439,24.6387,679.5366,21.3236,356.4910168671663,231.0254,60.6797,1050.4393,143.362,0.0,43.3152,13.6426
Bhutan,2008,0.555,Landlocked,6468852.0,467983.0,232967.0,0.9946,9.6617,10.0711,62.3697,0.0,0.0,4.674,-6610.2979,0.0,19.2623,11.111,0.53,67.63136607385836,100.2805,252.2141899664796,3622.394177992662,210.0051,11.8753,61.1848,35.845,0.0,0.9742,5.3185
Bosnia and Herzegovina,2008,1.373,Landlocked,695739754.0,2072991.0,1690608.0,5.8686,10.9337,73.9322,248.06149701135485,120.9238,77.0,453.1172,292.8133,0.0,393.6091,515.8264,45.082,311.4299,824.3765,254.3625,128.0745,1835.1217,197.7248,182.9046,453.3982,0.0,0.0,36.9522
Botswana,2008,0.153,Landlocked,80567696.0,789368.0,1156983.0,10955.3137,0.1295,4.6141,246.40727646443952,590.8175,24.82011329222366,225.4582,0.0,40513.8067,256.1255,326.6401,222.5188,5.0611,150.9865,111.455,374.5234206064291,32.688,24.8082,1156.2434,98.68,0.0,0.0,57.28
Brazil,2008,0.731,Coastal,10397533782.0,31361744.0,161617285.0,9516.9412,6714.0314,8059.0313,5185.0412,467.9481,5829.0,18907.8707,-504292.9573,1605106.096,16468.0388,8539.6727,1699.8892,1963.1141,83189.4898,1400.9836,6196.0828,53464.1777,9755.8572,84281.4946,11744.1466,0.0,6262.1054,20766.543
Bulgaria,2008,1.177,Coastal,3283455683.0,2131248.0,5379083.0,7.5455,3.6435,423.155,61.0579,1114.2461,63.0,601.5705,-28218.3917,3472.8467,889.6312,602.5064,163.85,409.0295,1021.9901,1261.0097,2.2041,4849.9898,274.1263,268.9263,492.9542,0.0,0.0,643.3822
Burkina Faso,2008,0.297,Landlocked,26708806.0,11232644.0,3457082.0,1403.7896,0.0,315.3349,558.9476,0.0,13.148013896248244,113.8054,9132.7867,7318.08,62.3885,141.3696,2.4006,67.63136607385836,2066.8599,431.7032811799027,356.4910168671663,381.5123,286.8805,5117.6778,809.6686,0.0,0.0,
Burundi,2008,,Landlocked,7711361.0,7381365.0,830899.0,26.4705,0.6465,34.2344,43.12,3124.955,12.0,17.914,0.0,0.0,4.3461,74.0361,1.5349,67.63136607385836,1131.9075,209.58772835754152,459.6740933700731,26.9239,22.0788,371.9674,50.7695,0.0,0.0,13.2919
Cambodia,2008,0.43,Coastal,50400809.0,11163903.0,2716606.0,1154.5279,6399.7102,576.9203,11419.4137,0.0,38.3857871103778,248.8745,-1017.5888,4590.3278,354.8738,210.5295,127.1064601844696,325.1304336520293,1565.5292,880.8388320283344,367.171223547392,410.0294,395.4359,934.606,1488.0453,0.0,3446.0712,0.3069
Cameroon,2008,0.653,Coastal,131756117.0,9387386.0,9519622.0,2708.9559,1501.1765,172.2904,141.1435,1408.2379,6.0,242.5329,-1132.78,40610.7294,123.7323,472.5261,8.6337,31.8503,2030.7972,20.5255,356.4910168671663,1147.2714,184.5359,2794.0295,453.2389,0.0,1493.4174,
Canada,2008,0.851,Coastal,26788262055.0,6487802.0,26916746.0,559.342,126.6318,3622.965,1652.4306618135538,37443.531,1311.0,17911.9634,171121.076,110514.6189,9389.2624,5451.6586,1813.0626,5298.3766,6028.4261,3633.2558,7122.4576,57504.3456,1453.7397,4860.193,7397.7574,0.0,0.0,15163.9717
Chad,2008,0.466,Landlocked,15033392.0,8695468.0,2438393.0,5207.6564,1486.1883,139.6052,217.2738,0.0,2.0,56.955,2.471,16672.7847,60.9733,167.9596,6.3832,67.63136607385836,1218.0314,451.19629118273247,356.4910168671663,44.9323,174.4796,10716.6695,1143.2315,0.0,1422.1628,52.7372
Chile,2008,0.502,Coastal,1946746543.0,2172928.0,14489014.0,17.124,221.6309,179.0911,129.8179,1003.3443,164.0,2122.157,-36480.1254,0.0,2102.2943,1731.0935,76.4974,767.553,7155.1634,156.7776,718.9168,4712.4083,678.8293,2103.2527,539.207,0.0,0.0,527.0544
Colombia,2008,0.385,Coastal,2382425687.0,10235594.0,34665950.0,2001.9486,216.7937,272.7964,2863.4029,608.9239,957.0,2489.2997,-8922.7497,88702.3132,3548.5759,1071.3885,97.8932,376.3806,11491.8499,2295.6252,942.3649,5892.5013,1479.3494,11311.4997,1608.6748,0.0,210.9731,2523.6267
Cook Islands,2008,0.208,Landlocked,1363008.0,5238.0,13974.0,0.0,0.0,,921.6641089401876,0.0,0.0,2.6322,-3.6245,0.0,,44.38942369506613,0.6518,212.0336516148264,65.0723473790681,267.88728348701545,1005.5877524588848,0.182,1.2329,0.2139,13.79,0.0,0.0,3.9687
Costa Rica,2008,0.349,Coastal,161282935.0,1355892.0,3073616.0,7.4884,0.8331,15.9256,42.3776,113.0417,191.0,500.8443,-909.3333,273.7093,148.3839,127.9908,21.3237,10.4154,1476.8289,499.1729,356.4910168671663,1013.2167,202.2759,490.9855,123.5269,0.0,0.8331,129.2172
Cuba,2008,0.642,Coastal,1289032439.0,2667669.0,8642085.0,46.7004,25.2905,55.8027,1219.2298,0.0,81.8720417941878,479.5919,-10253.7563,0.0,1142.9065,259.0531,244.3149,5.3184,3117.6889,228.9849,116.0798,2346.8488,284.2879,1947.6945,390.7117,0.0,21.2746,2755.9517
Cyprus,2008,1.031,Coastal,204836095.0,347846.0,733717.0,1.0461,0.0,2.4764,246.40727646443952,0.0,13.0,176.1503,-275.1767,11.6204,148.2145,206.7303,122.7115,54.0689,276.8361,186.9802,791.3204664707087,1200.4454,40.0007,86.3439,93.2244,0.0,0.0,94.4456
Denmark,2008,1.853,Coastal,3622579558.0,742924.0,4754871.0,0.0106,0.0,554.4213,926.3422784724488,2367.3932,121.0,1080.1209,-1168.9417,0.0,1477.4432,1373.6208,780.3978,215.0961,475.1966,2560.1179,610.76556580913,4308.7633,979.316,307.1565,3353.3852,0.0,0.0,2218.0982
Djibouti,2008,0.302,Coastal,13637408.0,190109.0,632825.0,0.0,0.0,0.3051,246.40727646443952,0.0,11.481084565896976,8.6993,0.0,0.0,12.1696,59.4218,2.7428,67.63136607385836,87.2128,209.58772835754152,1106.7563925383438,2.3924,3.6653,212.1864,21.1637,0.0,0.0,12.6364
Dominica,2008,0.401,Coastal,2835936.0,23098.0,47976.0,0.0,0.0,0.0118,246.40727646443952,0.0,11.481084565896976,6.9953,-10.5184,0.0,7.5266,6.6658,2.3609,128.20038881234169,16.5489,209.58772835754152,739.065976051028,21.3702,2.1883,6.0784,1.3002,0.0,0.0,3.1648
Ecuador,2008,0.702,Coastal,748110525.0,5446778.0,9000784.0,2.3631,0.5457,146.797,2086.4651,81.2958,367.0,1124.679,-594.4333,29052.2686,1514.511,420.2538,1049.5048,166.21110839282045,4076.8118,566.3721181545429,356.4910168671663,2488.6791,488.4163,2226.4327,441.3125,0.0,0.4164,262.2774
El Salvador,2008,0.199,Coastal,155337114.0,2219385.0,3890916.0,0.8539,0.2588,57.1425,3.4786,0.0,111.0,340.6173,-61.7417,1142.8217,472.4123,136.8377,21.4061,0.0609,1746.0606,131.56912352369383,2293.565448051392,730.7413,127.5443,564.6485,112.9089,0.0,0.0,188.6776
Finland,2008,2.13,Coastal,2600081785.0,888472.0,4431430.0,1.9939,0.7438,257.7628,839.7153706879534,12443.3176,66.0,971.7291,-44456.2107,23207.6203,459.9041,1294.0595,307.1344,1056.4402,559.4903,694.4874,729.3833,4848.8257,283.9664,188.7412,749.1234,0.0,0.0,1578.0951
France,2008,0.992,Coastal,34674963614.0,13794705.0,48534862.0,6.5805,15.7432,3903.5631,273.2365,5822.6662,1054.0,10985.399,-71753.11,0.0,6782.0019,14685.3424,476.7333,2134.0121,11648.0466,43699.795,1094.0811,47821.5972,5422.4735,4353.1495,11992.0106,0.0,0.0,12500.9594
French Polynesia,2008,0.357,Landlocked,19298288.0,107467.0,155712.0,0.0,0.0,0.0109,246.40727646443952,0.0,1.0,45.7029,-27.9663,0.0,4.1836,45.20153774809313,17.00466278502689,134.46383533197005,11.837,386.1925718678925,2005.7921290780253,,2.1419,5.9588,15.0615,0.0,0.0,13.1839
Gabon,2008,0.782,Coastal,199987926.0,240309.0,1296102.0,312.7415,60.9308,2.2463,1.0172,588.1688,11.586992708966177,47.8755,0.0,2413.4971,94.102,34.8709,7.1528,0.0018,152.2084,39.7521,2601.5100680497644,123.2203,20.3041,47.5632,35.9066,0.0,60.9308,32.7625
Georgia,2008,0.699,Landlocked,553492059.0,1963424.0,2377090.0,4.5621,6.3748,29.2768,248.06149701135485,0.0,38.0,212.121,-3516.359,0.0,258.1234,513.2595,0.1603,17.5359,551.128,58.3083,859.0495,1605.466,30.6618,649.8088,75.1214,0.0,0.0,533.4002
Germany,2008,1.542,Coastal,83273098556.0,19004672.0,62126272.0,0.0616,0.0,2846.039,2409.6816063119813,27814.0775,952.0,11944.264,-28199.2333,0.0,33826.6582,16859.7823,2855.8471,7419.7378,10645.5339,18487.6479,1319.5348,79580.2602,4454.6625,2660.9775,11876.3298,0.0,0.0,7952.7407
Ghana,2008,0.698,Coastal,203632356.0,11800555.0,11498085.0,3644.9281,25.4044,156.3801,249.8765,84.4758,65.80787532466464,432.2667,20470.3743,25273.7074,272.9785,77.9796,0.5995,0.3164,4085.319,12.5373,356.4910168671663,859.6035,86.9861,1353.0604,202.7778,0.0,25.4044,211.5246
Greece,2008,0.881,Coastal,3114609347.0,2790077.0,8629570.0,14.735,6.1063,302.4191,354.6487,1287.1969,137.0,1638.3682,-2492.9623,0.0,4501.5344,3555.2719,2362.9137,940.1943,4387.3677,2419.1323,149.7218,10555.1363,387.0619,1364.0469,819.0124,0.0,0.0,2795.394
Greenland,2008,0.959,Landlocked,26186033.0,9215.0,47626.0,0.0,0.0,,1123.9382322317097,0.0,11.481084565896976,6.9176,-0.0219,0.0,2.458,10.2193,0.1154,0.1027,2.839,32.001,2005.7921290780253,,,2148.251692850715,,0.0,0.0,150.764
Grenada,2008,0.502,Coastal,4946400.0,66643.0,37287.0,0.0,0.0,0.0261,448.1647247296135,0.0,11.481084565896976,10.9788,0.0,0.0,14.5287,16.0949,17.00466278502689,128.20038881234169,32.4051,209.58772835754152,658.5406035363438,3.5586,0.8377,4.005,0.9288,0.0,0.0,0.0637
Guadeloupe,2008,0.405,Landlocked,54012064.0,7145.0,440200.0,0.0,0.0,,764.8928096232963,0.0,11.685414661799214,93.2257,0.0,53.328,20.4423,175.74531410955925,0.7006,77.39365076150476,74.51675841339899,396.3891812871053,2005.7921290780253,,2.079,33.6778,4.2678,0.0,0.0,13.6987
Guatemala,2008,0.213,Coastal,263481884.0,7310395.0,6695971.0,88.1316,158.599,109.3279,6.1372,0.0,490.0,578.7118,-2105.1794,15822.109,518.1936,262.5524,12.1485,315.3789229243893,3037.987,756.9042374896246,1059.5718514818288,1858.2918,402.4222,1271.2339,418.24,0.0,151.8692,174.1574
Guinea,2008,1.113,Coastal,53117008.0,6905524.0,3417618.0,3183.984,277.2143,191.654,2460.516,667.9905,17.0,77.0014,-148.203,10295.6957,14.9257,244.0251,5.0405,67.63136607385836,791.9013,209.58772835754152,356.4910168671663,51.0302,51.9571,2091.9413,184.0006,0.0,276.1797,166.6062
Guinea-Bissau,2008,1.362,Coastal,6829696.0,898503.0,582338.0,245.5293,398.4283,18.1542,161.1061,0.8185,2.0,8.5194,-5.984,1492.304,5.9662,40.6135,0.2279,67.63136607385836,250.659,209.58772835754152,5793.499394571322,8.0243,32.2907,332.0665,72.4225,0.0,398.4283,21.3625
Guyana,2008,0.558,Coastal,75148640.0,544026.0,202288.0,16.7286,3.9019,31.9207,892.2704,3177.9023,11.0,58.5088,0.0,4701.7459,56.5777,49.597,21.8252,0.3196,177.8547,150.57393342476297,5073.534819567684,4.7636,31.2238,87.967,27.0199,0.0,2.2208,523.9424
Haiti,2008,0.624,Coastal,43918202.0,5284322.0,4420707.0,0.5657,0.0,38.5751,166.208,0.0,0.0,102.8003,-137.8356,207.2246,23.3778,1638.4495,17.00466278502689,67.63136607385836,2739.6938,220.21385664818536,363.1460657946652,144.0284,136.0928,900.5534,194.6983,0.0,0.0,52.9111
Honduras,2008,0.566,Coastal,145662594.0,3891762.0,3980896.0,125.6193,218.597,41.6623,7.4825,0.0,119.0,358.3385,0.0,5356.8944,312.4132,365.9006,220.8303,0.0286,1966.2437,140.02960340048548,2293.565448051392,716.0229,199.4569,1065.4815,178.6904,0.0,181.8444,163.6465
Hungary,2008,1.495,Landlocked,4433131510.0,3202837.0,6788364.0,0.1272,0.1302,841.21,19.8666,5597.2749,264.0,1077.1791,-3404.7264,0.0,1512.6851,1297.2301,334.6209,334.3167,2643.8141,1433.6526,916.1465,8502.973,503.6512,187.3202,961.7641,0.0,0.0,1338.2216
Iceland,2008,0.753,Coastal,109752655.0,20533.0,290351.0,0.0,0.0,0.1415,246.40727646443952,730.8791,0.0,129.2605,-63.1151,0.0,1.5566,6.0833,0.5251,19.3394,191.725,43.9965,1467.053995243287,2102.9724,24.4221,64.4992,54.0516,0.0,0.0,618.7832
India,2008,0.263,Coastal,28407063143.0,835058767.0,362088139.0,349.3108,3441.2898,19698.9843,134593.9824,4958.4544,1578.0,6761.3466,-24494.5727,23187.626,36976.3773,10598.7594,92694.5686,5446.2888,143761.2896,7109.7314,20700.949,136073.1771,12901.6762,55353.4353,35834.1813,0.0,1253.9727,3729.5523
Indonesia,2008,0.223,Coastal,7972258018.0,122011566.0,114147710.0,95.2122,215.8839,4227.9946,69429.5724,215729.8009,384.0,6993.0589,-27151.9519,74671.5354,20065.9441,3518.4036,265.6909,2684.1834,72497.8748,2075.9261,6249.4465,36810.1261,3053.3795,7214.3485,6088.5102,32167.1851,205.2794,8992.8721
Iraq,2008,1.155,Coastal,2609726873.0,9045912.0,20065505.0,42.1603,0.0,166.7159,664.44,0.0,34.0,2793.6325,-51.7037,0.0,2915.3179,162.3164,468.4676,2.625,9905.7553,0.4275,192.515,3935.9325,69.1756,1597.9431,182.7114,0.0,0.0,
Ireland,2008,0.836,Coastal,1761750117.0,1744599.0,2744990.0,0.0,0.0,148.1498,715.8712440793993,11062.2188,86.0,1114.002,-3243.3242,12.7893,690.6652,1329.3191,267.1491,261.7166,770.2573,1320.5496,622.4599576639342,5502.0323,1434.0927,1597.8594,2935.6215,0.0,0.0,1067.9031
Israel,2008,0.724,Coastal,1618324097.0,588921.0,6508489.0,0.1386,0.0,15.7812,248.06149701135485,0.0,228.0,1861.2269,-7.216,0.0,1784.3669,2904.9789,1328.42,172.3051,2025.0576,990.3035,105.2315,5923.095,60.9776,410.7328,96.5969,0.0,0.0,1185.435
Italy,2008,1.133,Coastal,20266202270.0,18985986.0,40516399.0,6.0187,9.2292,1179.6071,3163.9104,705.4891,1502.0,9243.7459,-35510.0911,0.0,13831.5867,11647.6473,2601.4056,4751.76,12395.7992,54755.2164,1325.8749,45742.016,2478.3559,1935.4735,6190.6137,0.0,0.0,8558.2766
Jamaica,2008,0.551,Coastal,357416768.0,1301007.0,1489115.0,0.0642,0.139,0.1762,0.0941,248.8136,41.0,234.4398,-2695.4567,0.0,195.0286,235.9545,12.8332,9.0855,1230.4577,16.3135,2215.187342974991,406.109,39.7757,138.967,48.2333,0.0,0.139,4046.0598
Japan,2008,0.671,Coastal,51201790632.0,14008192.0,114542316.0,1.1804,24.1559,712.3077,9471.0924,4888.9493,1361.0,24960.1908,-103297.7,786.5,17874.6408,27893.7119,1623.3222,8554.1342,12434.6855,21633.5713,3722.09,135965.5701,1023.393,1420.7143,2353.5097,0.0,0.0,13783.1845
Jordan,2008,0.732,Coastal,412629390.0,1058386.0,5431436.0,0.0,0.0,4.5406,246.40727646443952,0.0,27.0,531.9507,0.0,0.0,708.2754,382.1781,1017.3546,45.2473,1798.5818,1.6897,566.1493,2349.8811,17.3528,388.519,40.2952,0.0,0.0,302.2036
Kenya,2008,0.824,Coastal,289567899.0,30222715.0,8925701.0,173.0626,3.2325,225.8201,32.7986,164.6108,36.0,378.7047,26.5198,14977.4103,67.3534,125.8717,12.0887,67.63136607385836,5996.7327,104.7696,356.4910168671663,1408.9054,344.573,12459.9396,1108.172,0.0,0.0,331.0819
Kiribati,2008,0.25,Coastal,1377664.0,53447.0,44993.0,0.0,0.0,,921.6641089401876,0.0,11.481084565896976,2.8222,,,0.9467,0.4278,17.00466278502689,67.63136607385836,4.371,252.2141899664796,1922.0556140048525,1.164,1.727,0.0667,6.1168,0.0,0.0,5.294
Kuwait,2008,1.434,Coastal,1789252115.0,0.0,2652340.0,0.0,0.0,0.9976,246.40727646443952,0.0,3.0,1236.585,-22.9986,0.0,2212.0847,2860.0599,810.5416,20.8892,1547.454,22.8045,614.5999,6996.5458,25.0583,166.1851,33.6476,0.0,0.0,
Latvia,2008,2.403,Coastal,860426393.0,698617.0,1473264.0,0.0,0.0,111.3846,330.9356837013521,5215.3965,19.0,303.4683,-16189.8034,0.0,141.3879,134.6703,15.9849,38.0004,633.5764,222.3664,374.5234206064291,2140.5826,126.1636,82.6295,317.3755,0.0,0.0,388.4194
Lebanon,2008,0.989,Coastal,444338191.0,532696.0,3578351.0,0.0,0.0,16.6074,248.06149701135485,0.0,57.0,536.3547,-3.5253,10.6973,653.1629,935.1957,320.8372,68.41215211031376,1508.489,274.2906216334358,46.3399,2513.77,28.9411,224.3305,33.5534,0.0,0.0,192.6121
Liberia,2008,1.131,Coastal,40417875.0,1938155.0,1724838.0,9.0237,78.4365,30.8063,62.5632,126.5574,12.357951031263024,26.8664,-377.9245,13660.148,,21.6889,509.21529823344406,212.0336516148264,500.2678,294.06702220191835,599.422428878187,78.2356,20.8868,79.4152,37.5386,0.0,78.4365,5.0251
Libya,2008,0.879,Coastal,1483693999.0,1353957.0,4699121.0,0.0,0.0,23.6065,248.06149701135485,0.0,29.0,1493.1243,0.0,0.0,2093.7616,1348.3408,1673.7025,92.63690410211586,1033.311,332.6036474920459,398.8487,5273.2745,32.0627,894.8465,80.4256,0.0,0.0,
Liechtenstein,2008,1.385,Landlocked,4103160.0,30361.0,5180.0,0.0,0.0,,9271.867045693209,0.0,11.481084565896976,0.1874,29.1817,0.0432,0.0455,2.4788,17.00466278502689,67.63136607385836,8.3285,451.19629118273247,1697.7020989762102,18.2833,,2294.30791696942,,0.058149492894556,,2.418
Lithuania,2008,2.221,Coastal,1394099006.0,1065707.0,2148920.0,0.8325,1.1742,203.4626,622.0513988217181,9856.5898,49.0,460.1878,-4761.1667,0.0,213.3083,118.5467,16.5874,30.2867,619.5142,352.9212,1715.6195,6096.2334,261.4384,165.7709,670.6036,0.0,0.0,244.7469
Luxembourg,2008,1.279,Landlocked,634517855.0,59185.0,425920.0,0.0,0.0,10.2918,246.40727646443952,4.7014,4.0,518.1362,-518.9991,0.0,81.7507,140.0025,10.1372,157.7542,96.2008,74.9052,1641.6791581344232,703.0052,41.9445,36.006,96.4193,0.0,0.0,63.3779
Malawi,2008,0.512,Landlocked,35783415.0,12084063.0,2187171.0,304.2822,507.5368,211.6646,123.723,885.0061,13.0,72.4277,0.0,7068.6,22.5175,125.5868,21.7806,67.63136607385836,574.348,209.58772835754152,1.0509,206.32,122.046,717.8056,235.7807,0.0,347.2032,46.6048
Malaysia,2008,0.628,Coastal,3179326911.0,8343387.000000001,18767682.0,3.2944,50.2257,158.3243,3289.367,26756.2068,2989.0,4860.7739,35779.4791,32600.0895,9644.5813,4605.9583,154.4795,17.8914,6528.9728,2568.5774187663574,1261.2358,25734.8509,405.9944,648.6868,858.5269,4520.8916,49.9671,987.2842
Maldives,2008,0.169,Coastal,8998784.0,222180.0,122874.0,0.0,0.0,0.0083,558.22502907781,0.0,1.0,41.0451,0.0,0.0,27.5861,11.0803,15.5674,128.20038881234169,58.9536,451.19629118273247,1502.4379476823492,2.1776,,2313.955884333105,,0.0,0.0,74.6237
Mali,2008,0.548,Landlocked,27913567.0,9274295.0,4863921.0,4538.6669,0.8331,324.0803,945.8019,0.0,0.0,170.6099,-4746.0417,4746.0417,43.6391,178.5041,23.3109265967239,67.63136607385836,1145.5013,0.2986,356.4910168671663,74.1413,157.756,5825.8756,568.4846,0.0,0.8331,10.5534
Malta,2008,1.271,Coastal,79741102.0,25019.0,387109.0,0.0,0.0,1.239,246.40727646443952,0.0,3.0,72.0778,-0.4495,0.0,99.1335,106.0971,0.9354,2.6926,151.4935,42.0509,1202.6720259852302,216.7143,11.5626,5.5196,48.9079,0.0,0.0,17.2422
Martinique,2008,0.407,Landlocked,60834632.0,43125.0,353982.0,0.0,0.0,,764.8928096232963,0.0,12.43720074482074,91.9249,-102.3,0.0,,170.36803124200614,492.7371464768823,209.11661913222423,66.91570996841124,468.9198287651613,2005.7921290780253,,1.7096,10.3097,2.5865,0.0,0.0,15.4309
Mauritius,2008,0.294,Coastal,66017952.0,721553.0,517740.0,0.0,0.0,0.1655,0.0,0.0,34.0,95.0843,-9.8534,94.4165,74.8124,538.6115,20.8494,67.63136607385836,246.6828,209.58772835754152,6384.399235522825,130.0626,7.0621,47.6149,11.9297,0.0,0.0,7.0463
